Rk,Player,Age,Tm,Pos,G,GS,MP,FG%,Dist.,% of FGA by Distance_2P,% of FGA by Distance_0-3,% of FGA by Distance_3-10,% of FGA by Distance_10-16,% of FGA by Distance_16-3P,% of FGA by Distance_3P,FG% by Distance_2P,FG% by Distance_0-3,FG% by Distance_3-10,FG% by Distance_10-16,FG% by Distance_16-3P,FG% by Distance_3P,% of FG Ast'd_2P,% of FG Ast'd_3P,Dunks_%FGA,Dunks_#,Corner 3s_%3PA,Corner 3s_3P%,Heaves_Att.,Heaves_Md.,Awards
236.0,DeAndre Jordan,21.0,LAC,C,70.0,12.0,1137.0,0.605,1.4,0.992,0.861,0.088,0.034,0.008,0.008,0.61,0.639,0.524,0.25,0.0,0.0,0.66,0.0,0.437,93.0,0.0,0.0,0.0,0.0,0
237.0,Marco Belinelli,23.0,TOR,SG,66.0,1.0,1121.0,0.406,17.2,0.583,0.227,0.079,0.029,0.248,0.417,0.425,0.558,0.333,0.273,0.351,0.38,0.66,0.717,0.018,7.0,0.342,0.426,8.0,0.0,0
238.0,Earl Boykins,33.0,WAS,PG,67.0,1.0,1117.0,0.427,14.1,0.851,0.124,0.146,0.256,0.323,0.149,0.446,0.64,0.407,0.495,0.354,0.317,0.17,0.737,0.0,0.0,0.233,0.214,0.0,0.0,0
239.0,Larry Hughes,31.0,2TM,SG,45.0,16.0,1115.0,0.355,16.6,0.64,0.207,0.067,0.096,0.269,0.36,0.381,0.513,0.346,0.297,0.317,0.309,0.404,0.977,0.005,2.0,0.309,0.442,1.0,0.0,0
239.0,Larry Hughes,31.0,NYK,SG,31.0,14.0,820.0,0.366,15.5,0.652,0.229,0.068,0.1,0.254,0.348,0.407,0.531,0.368,0.25,0.366,0.289,0.297,0.964,0.004,1.0,0.268,0.385,0.0,0.0,0
239.0,Larry Hughes,31.0,CHA,SG,14.0,2.0,295.0,0.327,17.7,0.607,0.15,0.065,0.084,0.308,0.393,0.308,0.438,0.286,0.444,0.212,0.357,0.8,1.0,0.009,1.0,0.405,0.529,1.0,0.0,0
240.0,Nate Robinson,25.0,2TM,PG,56.0,2.0,1115.0,0.436,17.5,0.548,0.217,0.059,0.061,0.211,0.452,0.474,0.495,0.414,0.467,0.471,0.39,0.344,0.667,0.008,4.0,0.099,0.409,2.0,0.0,0
240.0,Nate Robinson,25.0,NYK,PG,30.0,2.0,733.0,0.452,16.2,0.595,0.244,0.071,0.045,0.235,0.405,0.505,0.537,0.417,0.6,0.481,0.375,0.307,0.725,0.009,3.0,0.103,0.357,2.0,0.0,0
240.0,Nate Robinson,25.0,BOS,PG,26.0,0.0,382.0,0.401,18.8,0.446,0.159,0.032,0.096,0.159,0.554,0.386,0.36,0.4,0.333,0.44,0.414,0.481,0.583,0.006,1.0,0.092,0.5,0.0,0.0,0
241.0,Trenton Hassell,30.0,NJN,SF,52.0,31.0,1106.0,0.411,11.4,0.977,0.329,0.091,0.078,0.479,0.023,0.421,0.583,0.2,0.294,0.371,0.0,0.578,0.0,0.014,3.0,0.2,0.0,0.0,0.0,0
242.0,Zaza Pachulia,25.0,ATL,C,78.0,1.0,1089.0,0.488,6.2,0.984,0.614,0.122,0.093,0.154,0.016,0.496,0.55,0.3,0.348,0.526,0.0,0.667,0.0,0.053,11.0,0.0,0.0,3.0,0.0,0
243.0,Marcin Gortat,25.0,ORL,C,81.0,0.0,1088.0,0.533,4.1,0.987,0.604,0.238,0.115,0.031,0.013,0.54,0.635,0.519,0.154,0.286,0.0,0.793,0.0,0.141,31.0,0.0,0.0,0.0,0.0,0
244.0,Toney Douglas,23.0,NYK,PG,56.0,12.0,1087.0,0.458,15.6,0.552,0.289,0.056,0.064,0.143,0.448,0.514,0.575,0.5,0.44,0.429,0.389,0.315,0.588,0.005,2.0,0.189,0.485,3.0,0.0,0
245.0,Daniel Gibson,23.0,CLE,PG,56.0,10.0,1068.0,0.466,19.3,0.444,0.116,0.063,0.049,0.216,0.556,0.454,0.548,0.412,0.538,0.397,0.477,0.556,0.944,0.0,0.0,0.322,0.417,0.0,0.0,0
246.0,Devin Brown,31.0,2TM,SG,50.0,37.0,1060.0,0.377,16.2,0.546,0.28,0.08,0.053,0.133,0.454,0.396,0.554,0.276,0.105,0.25,0.354,0.551,0.862,0.014,5.0,0.159,0.385,0.0,0.0,0
246.0,Devin Brown,31.0,NOH,SG,39.0,37.0,967.0,0.394,15.1,0.548,0.286,0.089,0.046,0.126,0.452,0.416,0.559,0.276,0.133,0.293,0.367,0.554,0.87,0.015,5.0,0.15,0.455,0.0,0.0,0
246.0,Devin Brown,31.0,CHI,SG,11.0,0.0,93.0,0.222,17.2,0.528,0.222,0.0,0.111,0.194,0.472,0.211,0.5,0.0,0.0,0.0,0.235,0.5,0.75,0.0,0.0,0.235,0.0,0.0,0.0,0
247.0,Jamario Moon,29.0,CLE,SF,61.0,2.0,1052.0,0.462,15.4,0.595,0.287,0.016,0.057,0.235,0.405,0.558,0.732,0.0,0.429,0.414,0.32,0.744,0.969,0.154,36.0,0.43,0.279,0.0,0.0,0
248.0,Kurt Thomas,37.0,MIL,C,70.0,9.0,1049.0,0.476,12.1,1.0,0.212,0.115,0.216,0.457,0.0,0.476,0.523,0.5,0.467,0.453,0.0,0.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
249.0,Sergio RodrÃ­guez,23.0,2TM,PG,66.0,8.0,1048.0,0.476,11.0,0.741,0.405,0.137,0.063,0.137,0.259,0.519,0.592,0.458,0.364,0.438,0.352,0.185,0.875,0.0,0.0,0.22,0.55,0.0,0.0,0
249.0,Sergio RodrÃ­guez,23.0,SAC,PG,39.0,0.0,517.0,0.463,10.3,0.779,0.395,0.174,0.074,0.137,0.221,0.493,0.573,0.424,0.357,0.423,0.357,0.178,0.933,0.0,0.0,0.238,0.7,0.0,0.0,0
249.0,Sergio RodrÃ­guez,23.0,NYK,PG,27.0,8.0,531.0,0.491,11.8,0.696,0.416,0.093,0.05,0.137,0.304,0.554,0.612,0.533,0.375,0.455,0.347,0.194,0.824,0.0,0.0,0.204,0.4,0.0,0.0,0
250.0,Josh Boone,25.0,NJN,PF,63.0,28.0,1045.0,0.525,3.1,1.0,0.74,0.108,0.103,0.049,0.0,0.525,0.588,0.292,0.435,0.273,0.0,0.667,0.0,0.161,29.0,0.0,0.0,0.0,0.0,0
251.0,Jarvis Hayes,28.0,NJN,SF,45.0,19.0,1033.0,0.421,19.7,0.454,0.095,0.034,0.061,0.265,0.546,0.523,0.774,0.273,0.45,0.483,0.335,0.859,0.95,0.003,1.0,0.38,0.338,1.0,0.0,0
252.0,Marreese Speights,22.0,PHI,C,62.0,1.0,1016.0,0.477,9.1,0.989,0.363,0.185,0.164,0.277,0.011,0.483,0.559,0.5,0.342,0.455,0.0,0.618,0.0,0.09,34.0,0.0,0.0,2.0,0.0,0
253.0,Robin Lopez,21.0,PHO,C,51.0,31.0,986.0,0.588,3.9,1.0,0.591,0.271,0.113,0.024,0.0,0.588,0.692,0.481,0.303,0.571,0.0,0.62,0.0,0.216,56.0,0.0,0.0,0.0,0.0,0
254.0,Nazr Mohammed,32.0,CHA,C,58.0,29.0,984.0,0.553,4.8,1.0,0.553,0.219,0.161,0.067,0.0,0.553,0.63,0.493,0.436,0.391,0.0,0.704,0.0,0.14,39.0,0.0,0.0,0.0,0.0,0
255.0,James Singleton,28.0,2TM,SF,57.0,3.0,977.0,0.382,13.3,0.854,0.331,0.126,0.094,0.303,0.146,0.415,0.524,0.313,0.5,0.312,0.189,0.611,0.857,0.063,14.0,0.189,0.286,1.0,0.0,0
255.0,James Singleton,28.0,DAL,SF,25.0,0.0,211.0,0.375,15.9,0.656,0.25,0.016,0.078,0.313,0.344,0.452,0.563,0.0,0.4,0.4,0.227,0.632,0.8,0.063,4.0,0.227,0.2,0.0,0.0,0
255.0,James Singleton,28.0,WAS,PF,32.0,3.0,766.0,0.384,10.7,0.921,0.358,0.163,0.1,0.3,0.079,0.406,0.515,0.323,0.526,0.281,0.133,0.606,1.0,0.063,10.0,0.133,0.5,1.0,0.0,0
256.0,Jason Kapono,28.0,PHI,SF,57.0,12.0,976.0,0.419,21.0,0.432,0.04,0.007,0.09,0.296,0.568,0.485,0.75,0.5,0.444,0.461,0.368,0.714,0.937,0.0,0.0,0.333,0.491,0.0,0.0,0
257.0,Morris Peterson,32.0,NOH,SG,46.0,39.0,973.0,0.385,18.3,0.432,0.169,0.05,0.053,0.159,0.568,0.415,0.569,0.4,0.188,0.333,0.363,0.815,0.935,0.007,1.0,0.409,0.414,1.0,0.0,0
258.0,Keyon Dooling,29.0,NJN,PG,53.0,8.0,971.0,0.398,17.9,0.515,0.148,0.037,0.111,0.219,0.485,0.419,0.583,0.417,0.333,0.352,0.376,0.2,0.814,0.009,3.0,0.382,0.467,0.0,0.0,0
259.0,JaVale McGee,22.0,WAS,C,60.0,19.0,968.0,0.508,4.1,0.997,0.603,0.254,0.117,0.023,0.003,0.51,0.649,0.308,0.278,0.286,0.0,0.641,0.0,0.218,64.0,0.0,0.0,0.0,0.0,0
260.0,Kyle Korver,28.0,UTA,SG,52.0,0.0,952.0,0.493,19.1,0.607,0.075,0.014,0.079,0.439,0.393,0.465,0.619,0.0,0.455,0.455,0.536,0.924,0.932,0.004,1.0,0.545,0.55,0.0,0.0,0
261.0,Ime Udoka,32.0,SAC,SG,69.0,2.0,944.0,0.378,14.6,0.622,0.245,0.095,0.091,0.191,0.378,0.433,0.542,0.435,0.5,0.261,0.286,0.462,0.962,0.008,2.0,0.659,0.333,0.0,0.0,0
262.0,Marquis Daniels,29.0,BOS,SF,51.0,4.0,937.0,0.498,8.0,0.888,0.47,0.201,0.145,0.072,0.112,0.534,0.624,0.36,0.472,0.556,0.214,0.602,1.0,0.004,1.0,0.536,0.333,1.0,0.0,0
263.0,Glen Davis,24.0,BOS,PF,54.0,1.0,933.0,0.437,6.7,0.986,0.495,0.226,0.104,0.161,0.014,0.444,0.536,0.333,0.379,0.356,0.0,0.68,0.0,0.018,4.0,0.5,0.0,1.0,0.0,0
264.0,Nicolas Batum,21.0,POR,SF,37.0,25.0,918.0,0.519,15.4,0.507,0.299,0.037,0.034,0.138,0.493,0.625,0.7,0.5,0.667,0.486,0.409,0.765,0.981,0.086,21.0,0.394,0.442,0.0,0.0,0
265.0,Josh Howard,29.0,2TM,SF,35.0,12.0,918.0,0.405,14.0,0.778,0.188,0.129,0.17,0.291,0.222,0.444,0.671,0.48,0.333,0.345,0.267,0.59,1.0,0.005,2.0,0.267,0.304,3.0,0.0,0
265.0,Josh Howard,29.0,DAL,SF,31.0,9.0,827.0,0.401,14.7,0.781,0.181,0.126,0.17,0.304,0.219,0.438,0.742,0.442,0.31,0.327,0.267,0.598,1.0,0.003,1.0,0.267,0.35,3.0,0.0,0
265.0,Josh Howard,29.0,WAS,SF,4.0,3.0,91.0,0.435,13.3,0.761,0.239,0.152,0.174,0.196,0.239,0.486,0.273,0.714,0.5,0.556,0.273,0.529,1.0,0.022,1.0,0.273,0.0,0.0,0.0,0
266.0,Austin Daye,21.0,DET,SF,69.0,4.0,915.0,0.464,14.2,0.678,0.261,0.058,0.146,0.214,0.322,0.54,0.662,0.471,0.512,0.429,0.305,0.583,0.931,0.041,11.0,0.432,0.366,0.0,0.0,0
267.0,Ryan Anderson,21.0,ORL,PF,63.0,6.0,911.0,0.436,15.6,0.456,0.33,0.034,0.018,0.075,0.544,0.514,0.586,0.308,0.429,0.31,0.37,0.418,0.923,0.039,14.0,0.227,0.396,0.0,0.0,0
268.0,David Andersen,29.0,HOU,C,63.0,0.0,891.0,0.432,14.1,0.771,0.165,0.185,0.176,0.244,0.229,0.458,0.518,0.444,0.483,0.41,0.346,0.658,0.963,0.018,4.0,0.026,0.0,0.0,0.0,0
269.0,Vladimir RadmanoviÄ,29.0,2TM,PF,41.0,20.0,891.0,0.377,15.0,0.604,0.297,0.099,0.084,0.125,0.396,0.442,0.556,0.222,0.478,0.324,0.278,0.575,0.933,0.051,12.0,0.278,0.267,0.0,0.0,0
269.0,Vladimir RadmanoviÄ,29.0,CHA,PF,8.0,0.0,133.0,0.333,16.1,0.476,0.286,0.048,0.048,0.095,0.524,0.35,0.417,0.5,0.5,0.0,0.318,0.429,1.0,0.0,0.0,0.318,0.286,0.0,0.0,0
269.0,Vladimir RadmanoviÄ,29.0,GSW,PF,33.0,20.0,758.0,0.385,13.9,0.628,0.299,0.108,0.091,0.13,0.372,0.455,0.58,0.2,0.476,0.367,0.267,0.591,0.913,0.061,12.0,0.267,0.261,0.0,0.0,0
270.0,Tony Allen,28.0,BOS,SG,54.0,8.0,889.0,0.51,5.6,0.98,0.64,0.142,0.071,0.126,0.02,0.52,0.667,0.25,0.278,0.219,0.0,0.628,0.0,0.063,16.0,0.2,0.0,2.0,0.0,0
271.0,Hasheem Thabeet,22.0,MEM,C,68.0,13.0,883.0,0.588,2.4,1.0,0.771,0.107,0.099,0.023,0.0,0.588,0.653,0.286,0.462,0.333,0.0,0.584,0.0,0.244,29.0,0.0,0.0,0.0,0.0,0
272.0,DeShawn Stevenson,28.0,2TM,SG,64.0,18.0,883.0,0.282,19.0,0.466,0.123,0.025,0.025,0.294,0.534,0.355,0.55,0.0,0.0,0.333,0.218,0.667,0.947,0.012,2.0,0.425,0.27,0.0,0.0,0
272.0,DeShawn Stevenson,28.0,WAS,SG,40.0,13.0,616.0,0.282,20.5,0.398,0.087,0.029,0.019,0.262,0.602,0.439,0.778,0.0,0.0,0.407,0.177,0.556,0.909,0.01,1.0,0.355,0.182,0.0,0.0,0
272.0,DeShawn Stevenson,28.0,DAL,SG,24.0,5.0,267.0,0.283,17.5,0.583,0.183,0.017,0.033,0.35,0.417,0.257,0.364,0.0,0.0,0.238,0.32,0.889,1.0,0.017,1.0,0.6,0.4,0.0,0.0,0
273.0,Sasha PavloviÄ,26.0,MIN,SF,71.0,0.0,877.0,0.363,17.3,0.607,0.173,0.043,0.1,0.29,0.393,0.407,0.635,0.154,0.467,0.287,0.297,0.405,0.829,0.013,4.0,0.178,0.143,1.0,0.0,0
274.0,Marcus Williams,24.0,MEM,PG,62.0,1.0,872.0,0.384,15.8,0.701,0.207,0.125,0.118,0.251,0.299,0.421,0.518,0.441,0.281,0.397,0.296,0.238,0.792,0.004,1.0,0.148,0.5,7.0,1.0,0
275.0,Ronny Turiaf,27.0,GSW,C,42.0,20.0,872.0,0.582,5.9,0.993,0.582,0.144,0.103,0.164,0.007,0.586,0.8,0.381,0.2,0.25,0.0,0.753,0.0,0.212,31.0,0.0,0.0,0.0,0.0,0
276.0,Julian Wright,22.0,NOH,SF,68.0,14.0,871.0,0.5,6.9,0.974,0.526,0.134,0.116,0.198,0.026,0.504,0.68,0.387,0.259,0.261,0.333,0.623,1.0,0.138,29.0,0.167,1.0,0.0,0.0,0
277.0,A.J. Price,23.0,IND,PG,56.0,2.0,865.0,0.41,17.1,0.508,0.172,0.105,0.102,0.13,0.492,0.472,0.607,0.378,0.389,0.435,0.345,0.106,0.767,0.0,0.0,0.213,0.243,1.0,0.0,0
278.0,Allen Iverson,34.0,2TM,PG,28.0,24.0,865.0,0.43,13.5,0.921,0.199,0.114,0.199,0.408,0.079,0.436,0.476,0.278,0.413,0.473,0.36,0.425,0.889,0.0,0.0,0.04,1.0,1.0,0.0,AS
278.0,Allen Iverson,34.0,MEM,PG,3.0,0.0,67.0,0.577,13.9,0.962,0.192,0.115,0.115,0.538,0.038,0.56,0.6,0.667,0.0,0.643,1.0,0.286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
278.0,Allen Iverson,34.0,PHI,SG,25.0,24.0,798.0,0.417,13.2,0.917,0.2,0.114,0.207,0.397,0.083,0.425,0.466,0.242,0.433,0.452,0.333,0.442,0.875,0.0,0.0,0.042,1.0,1.0,0.0,0
279.0,Anthony Carter,34.0,DEN,PG,54.0,7.0,859.0,0.42,14.9,0.652,0.265,0.088,0.039,0.26,0.348,0.5,0.667,0.438,0.286,0.383,0.27,0.559,1.0,0.006,1.0,0.381,0.292,0.0,0.0,0
280.0,Rodney Carney,25.0,PHI,SG,68.0,0.0,857.0,0.401,15.6,0.521,0.284,0.082,0.035,0.121,0.479,0.49,0.563,0.348,0.6,0.382,0.304,0.667,0.976,0.043,11.0,0.274,0.405,1.0,0.0,0
281.0,Jerry Stackhouse,35.0,MIL,SG,42.0,0.0,855.0,0.408,17.4,0.589,0.13,0.051,0.184,0.225,0.411,0.452,0.488,0.375,0.483,0.423,0.346,0.655,0.978,0.016,4.0,0.492,0.391,1.0,0.0,0
282.0,Jannero Pargo,30.0,CHI,PG,63.0,5.0,829.0,0.346,17.9,0.638,0.113,0.042,0.087,0.396,0.362,0.387,0.535,0.125,0.455,0.358,0.275,0.415,0.868,0.0,0.0,0.304,0.31,1.0,0.0,0
283.0,Luther Head,27.0,IND,SG,47.0,10.0,813.0,0.437,15.5,0.662,0.254,0.064,0.058,0.286,0.338,0.481,0.633,0.45,0.333,0.382,0.352,0.404,0.784,0.003,1.0,0.238,0.48,0.0,0.0,0
284.0,Theo Ratliff,36.0,2TM,C,49.0,29.0,807.0,0.461,6.0,1.0,0.414,0.322,0.184,0.079,0.0,0.461,0.651,0.327,0.357,0.25,0.0,0.729,0.0,0.217,29.0,0.0,0.0,0.0,0.0,0
284.0,Theo Ratliff,36.0,SAS,C,21.0,3.0,183.0,0.444,5.7,1.0,0.417,0.389,0.194,0.0,0.0,0.444,0.467,0.429,0.429,0.0,0.0,0.813,0.0,0.167,5.0,0.0,0.0,0.0,0.0,0
284.0,Theo Ratliff,36.0,CHA,C,28.0,26.0,624.0,0.466,6.3,1.0,0.414,0.302,0.181,0.103,0.0,0.466,0.708,0.286,0.333,0.25,0.0,0.704,0.0,0.233,24.0,0.0,0.0,0.0,0.0,0
285.0,Ronnie Price,26.0,UTA,PG,60.0,4.0,806.0,0.405,13.0,0.74,0.351,0.07,0.079,0.24,0.26,0.447,0.576,0.235,0.526,0.293,0.286,0.4,0.833,0.058,12.0,0.095,0.833,1.0,0.0,0
286.0,Stephen Graham,27.0,CHA,SG,70.0,8.0,804.0,0.496,12.5,0.792,0.358,0.058,0.054,0.321,0.208,0.542,0.605,0.5,0.615,0.468,0.32,0.612,1.0,0.042,7.0,0.64,0.375,1.0,0.0,0
287.0,Shaun Livingston,24.0,2TM,PG,36.0,18.0,796.0,0.517,11.4,0.97,0.204,0.144,0.328,0.294,0.03,0.533,0.683,0.517,0.485,0.492,0.0,0.433,0.0,0.035,7.0,0.333,0.0,1.0,0.0,0
287.0,Shaun Livingston,24.0,OKC,PG,10.0,0.0,130.0,0.313,11.1,0.875,0.25,0.125,0.313,0.188,0.125,0.357,0.25,0.5,0.6,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
287.0,Shaun Livingston,24.0,WAS,PG,26.0,18.0,666.0,0.535,11.8,0.978,0.2,0.146,0.33,0.303,0.022,0.547,0.73,0.519,0.475,0.518,0.0,0.424,0.0,0.038,7.0,0.0,0.0,1.0,0.0,0
288.0,DeMarre Carroll,23.0,MEM,SF,71.0,1.0,795.0,0.396,11.9,0.973,0.324,0.095,0.09,0.464,0.027,0.407,0.528,0.286,0.2,0.388,0.0,0.659,0.0,0.018,4.0,0.167,0.0,0.0,0.0,0
289.0,Leandro Barbosa,27.0,PHO,PG,44.0,5.0,786.0,0.425,14.0,0.627,0.323,0.082,0.058,0.164,0.373,0.485,0.61,0.367,0.286,0.367,0.324,0.514,0.75,0.0,0.0,0.434,0.39,1.0,0.0,0
290.0,Chris Hunter,25.0,GSW,C,60.0,9.0,783.0,0.502,7.6,0.982,0.479,0.175,0.115,0.212,0.018,0.512,0.654,0.342,0.36,0.413,0.0,0.697,0.0,0.134,25.0,0.0,0.0,1.0,0.0,0
291.0,Reggie Williams,23.0,GSW,SF,24.0,10.0,782.0,0.495,13.7,0.675,0.322,0.11,0.074,0.17,0.325,0.56,0.714,0.323,0.429,0.479,0.359,0.402,0.879,0.042,12.0,0.12,0.545,2.0,0.0,0
292.0,Henry Walker,22.0,2TM,SF,35.0,13.0,768.0,0.517,10.0,0.5,0.341,0.073,0.009,0.078,0.5,0.603,0.684,0.353,0.5,0.5,0.431,0.671,0.96,0.138,29.0,0.25,0.448,0.0,0.0,0
292.0,Henry Walker,22.0,BOS,SF,8.0,0.0,29.0,0.5,5.1,1.0,0.5,0.333,0.0,0.167,0.0,0.5,0.667,0.0,0.0,1.0,0.0,0.667,0.0,0.167,1.0,0.0,0.0,0.0,0.0,0
292.0,Henry Walker,22.0,NYK,SG,27.0,13.0,739.0,0.518,15.0,0.487,0.336,0.066,0.009,0.075,0.513,0.609,0.684,0.4,0.5,0.471,0.431,0.672,0.96,0.137,28.0,0.25,0.448,0.0,0.0,0
293.0,Andris BiedriÅÅ¡,23.0,GSW,C,33.0,29.0,763.0,0.591,2.7,1.0,0.657,0.336,0.007,0.0,0.0,0.591,0.711,0.37,0.0,0.0,0.0,0.704,0.0,0.19,26.0,0.0,0.0,0.0,0.0,0
294.0,Devean George,32.0,GSW,SF,45.0,4.0,761.0,0.432,19.9,0.403,0.121,0.039,0.029,0.214,0.597,0.494,0.52,0.625,0.333,0.477,0.39,0.561,0.938,0.01,2.0,0.358,0.5,0.0,0.0,0
295.0,Joey Graham,27.0,DEN,SF,63.0,18.0,759.0,0.52,8.6,0.936,0.426,0.153,0.119,0.238,0.064,0.545,0.663,0.581,0.25,0.458,0.154,0.641,1.0,0.104,21.0,0.462,0.167,0.0,0.0,0
296.0,James Johnson,22.0,CHI,PF,65.0,11.0,757.0,0.452,10.2,0.781,0.5,0.062,0.038,0.181,0.219,0.488,0.6,0.308,0.375,0.263,0.326,0.575,0.933,0.124,23.0,0.478,0.455,1.0,0.0,0
297.0,Anthony Randolph,20.0,GSW,C,33.0,8.0,749.0,0.443,8.9,0.984,0.408,0.184,0.097,0.294,0.016,0.447,0.587,0.386,0.3,0.341,0.2,0.574,1.0,0.097,30.0,0.4,0.0,1.0,0.0,0
298.0,Jawad Williams,26.0,CLE,PG,54.0,6.0,742.0,0.393,16.4,0.549,0.204,0.068,0.117,0.16,0.451,0.451,0.524,0.286,0.5,0.394,0.323,0.588,0.867,0.019,3.0,0.301,0.393,0.0,0.0,0
299.0,Travis Outlaw,25.0,2TM,SF,34.0,6.0,730.0,0.391,16.4,0.626,0.164,0.082,0.117,0.263,0.374,0.398,0.5,0.391,0.424,0.324,0.381,0.443,0.85,0.057,13.0,0.371,0.462,2.0,0.0,0
299.0,Travis Outlaw,25.0,POR,SF,11.0,0.0,231.0,0.376,15.6,0.693,0.198,0.079,0.158,0.257,0.307,0.371,0.4,0.25,0.375,0.385,0.387,0.5,1.0,0.05,4.0,0.387,0.5,2.0,0.0,0
299.0,Travis Outlaw,25.0,LAC,SF,23.0,6.0,499.0,0.4,17.2,0.589,0.144,0.083,0.094,0.267,0.411,0.415,0.577,0.467,0.471,0.292,0.378,0.409,0.786,0.061,9.0,0.365,0.444,0.0,0.0,0
300.0,Jeff Teague,21.0,ATL,PG,71.0,3.0,719.0,0.396,10.5,0.859,0.366,0.256,0.044,0.194,0.141,0.426,0.554,0.345,0.1,0.364,0.219,0.277,0.571,0.04,9.0,0.094,0.333,3.0,0.0,0
301.0,Jodie Meeks,22.0,2TM,SG,60.0,0.0,719.0,0.388,17.3,0.507,0.228,0.022,0.071,0.187,0.493,0.456,0.607,0.333,0.316,0.34,0.318,0.581,0.905,0.011,3.0,0.22,0.31,1.0,1.0,0
301.0,Jodie Meeks,22.0,MIL,SG,41.0,0.0,486.0,0.362,17.0,0.537,0.232,0.023,0.068,0.215,0.463,0.432,0.512,0.5,0.25,0.395,0.28,0.585,0.957,0.011,2.0,0.268,0.182,1.0,1.0,0
301.0,Jodie Meeks,22.0,PHI,SG,19.0,0.0,233.0,0.44,17.6,0.451,0.22,0.022,0.077,0.132,0.549,0.512,0.8,0.0,0.429,0.167,0.38,0.571,0.842,0.011,1.0,0.14,0.714,0.0,0.0,0
302.0,Michael Finley,36.0,2TM,SF,46.0,7.0,709.0,0.44,19.5,0.554,0.054,0.049,0.114,0.337,0.446,0.48,0.7,0.333,0.238,0.548,0.39,0.653,0.938,0.005,0.0,0.354,0.31,1.0,0.0,0
302.0,Michael Finley,36.0,SAS,SF,25.0,6.0,395.0,0.381,18.8,0.577,0.062,0.072,0.134,0.309,0.423,0.429,0.833,0.286,0.308,0.433,0.317,0.667,1.0,0.01,0.0,0.463,0.316,1.0,0.0,0
