Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
172.0,Garrett Temple,33.0,BRK,SG,62.0,35.0,27.9,3.6,9.5,0.378,2.0,6.2,0.329,1.5,3.2,0.473,0.486,1.1,1.4,0.805,0.5,3.0,3.5,2.5,0.8,0.5,1.0,1.7,10.3,0
173.0,Thaddeus Young,31.0,CHI,PF,64.0,16.0,24.9,4.2,9.4,0.448,1.2,3.5,0.356,3.0,5.9,0.501,0.513,0.7,1.1,0.583,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1,10.3,0
174.0,Josh Hart,24.0,NOP,SF,65.0,16.0,27.0,3.5,8.2,0.423,1.9,5.4,0.342,1.6,2.7,0.584,0.537,1.3,1.8,0.739,0.9,5.6,6.5,1.7,1.0,0.4,1.2,2.5,10.1,0
175.0,Ben McLemore,26.0,HOU,SF,71.0,23.0,22.8,3.4,7.7,0.444,2.5,6.4,0.4,0.9,1.3,0.656,0.61,0.7,0.9,0.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,0
176.0,Larry Nance Jr.,27.0,CLE,PF,56.0,10.0,26.3,4.1,7.7,0.531,1.0,2.8,0.352,3.1,4.9,0.636,0.596,0.9,1.3,0.676,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,10.1,0
177.0,Bobby Portis,24.0,NYK,PF,66.0,5.0,21.1,4.0,8.9,0.45,1.0,2.8,0.358,3.0,6.1,0.493,0.507,1.1,1.4,0.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,1.7,10.1,0
178.0,Elfrid Payton,25.0,NYK,PG,45.0,36.0,27.7,4.3,9.8,0.439,0.3,1.5,0.203,4.0,8.2,0.482,0.455,1.1,1.9,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0,0
179.0,Kevin Porter Jr.,19.0,CLE,SF,50.0,3.0,23.2,3.7,8.4,0.442,1.1,3.2,0.335,2.7,5.3,0.506,0.505,1.5,2.0,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10.0,0
180.0,TomÃ¡Å¡ SatoranskÃ½,28.0,CHI,SG,65.0,64.0,28.9,3.6,8.5,0.43,1.0,3.1,0.322,2.7,5.4,0.491,0.488,1.6,1.9,0.876,1.2,2.7,3.9,5.4,1.2,0.1,2.0,2.1,9.9,0
181.0,Joe Ingles,32.0,UTA,PF,72.0,45.0,29.7,3.4,7.7,0.445,2.0,4.9,0.399,1.5,2.8,0.525,0.572,1.0,1.3,0.787,0.4,3.5,3.9,5.2,0.9,0.2,2.0,2.1,9.8,0
182.0,Furkan Korkmaz,22.0,PHI,SG,72.0,12.0,21.7,3.4,7.8,0.43,2.0,4.9,0.402,1.4,2.9,0.478,0.557,1.1,1.4,0.755,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.8,0
183.0,Markieff Morris,30.0,2TM,PF,58.0,17.0,20.5,3.5,7.9,0.443,1.5,3.9,0.386,2.0,4.0,0.5,0.539,1.1,1.5,0.776,0.7,3.1,3.8,1.3,0.5,0.3,1.3,2.3,9.7,0
184.0,Frank Kaminsky,26.0,PHO,C,39.0,13.0,19.9,3.5,7.9,0.45,1.1,3.2,0.331,2.5,4.7,0.53,0.516,1.6,2.3,0.678,0.9,3.6,4.5,1.9,0.4,0.3,0.9,1.9,9.7,0
185.0,Mitchell Robinson,21.0,NYK,C,61.0,7.0,23.1,4.1,5.6,0.742,0.0,0.0,0.0,4.1,5.6,0.742,0.742,1.4,2.4,0.568,3.0,4.0,7.0,0.6,0.9,2.0,0.6,3.2,9.7,0
186.0,Dorian Finney-Smith,26.0,DAL,PF,71.0,68.0,29.9,3.4,7.4,0.466,1.6,4.3,0.376,1.8,3.1,0.589,0.575,1.1,1.5,0.722,2.0,3.7,5.7,1.6,0.6,0.5,1.0,2.5,9.5,0
187.0,Aaron Holiday,23.0,IND,PG,66.0,33.0,24.5,3.5,8.5,0.414,1.3,3.3,0.394,2.2,5.2,0.427,0.491,1.1,1.3,0.851,0.3,2.0,2.4,3.4,0.8,0.2,1.3,1.8,9.5,0
188.0,Jeff Green,33.0,2TM,C,48.0,4.0,20.0,3.3,7.2,0.462,1.3,3.8,0.339,2.0,3.4,0.602,0.552,1.5,1.9,0.802,0.5,2.3,2.8,1.0,0.5,0.4,0.9,1.9,9.4,0
189.0,George Hill,33.0,MIL,PG,59.0,2.0,21.5,3.3,6.4,0.516,1.4,3.0,0.46,1.9,3.4,0.565,0.624,1.4,1.7,0.842,0.8,2.2,3.0,3.1,0.8,0.1,1.0,1.4,9.4,6MOY-4
190.0,Shake Milton,23.0,PHI,SG,40.0,24.0,20.1,3.4,6.9,0.484,1.5,3.4,0.43,1.9,3.6,0.535,0.588,1.3,1.6,0.785,0.4,1.8,2.2,2.6,0.5,0.2,1.2,2.3,9.4,0
191.0,Dwight Powell,28.0,DAL,C,40.0,37.0,26.5,3.7,5.7,0.638,0.3,1.0,0.256,3.4,4.8,0.716,0.659,1.9,2.8,0.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4,0
192.0,Kentavious Caldwell-Pope,26.0,LAL,SG,69.0,26.0,25.5,3.4,7.3,0.467,1.3,3.5,0.385,2.1,3.9,0.541,0.558,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3,0
193.0,Marquese Chriss,22.0,GSW,PF,59.0,21.0,20.3,3.6,6.5,0.545,0.1,0.7,0.205,3.4,5.9,0.584,0.556,2.0,2.6,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3,0
194.0,Michael Porter Jr.,21.0,DEN,SF,55.0,8.0,16.4,3.5,7.0,0.509,1.1,2.7,0.422,2.4,4.3,0.564,0.59,1.1,1.3,0.833,1.2,3.5,4.7,0.8,0.5,0.5,0.9,1.8,9.3,0
195.0,Landry Shamet,22.0,LAC,SG,53.0,30.0,27.4,3.0,7.4,0.404,2.1,5.6,0.375,0.9,1.8,0.495,0.546,1.2,1.4,0.855,0.1,1.8,1.9,1.9,0.4,0.2,0.8,2.7,9.3,0
196.0,Jarrett Culver,20.0,MIN,SG,63.0,35.0,23.9,3.7,9.0,0.404,1.0,3.5,0.299,2.6,5.5,0.471,0.462,0.9,1.9,0.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2.0,9.2,0
197.0,Donte DiVincenzo,23.0,MIL,SG,66.0,24.0,23.0,3.5,7.7,0.455,1.3,3.7,0.336,2.3,4.0,0.567,0.536,1.0,1.3,0.733,1.0,3.8,4.8,2.3,1.3,0.3,1.4,1.7,9.2,0
198.0,Daniel Theis,27.0,BOS,C,65.0,64.0,24.1,3.7,6.6,0.566,0.5,1.5,0.333,3.2,5.1,0.633,0.603,1.3,1.8,0.763,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,9.2,0
199.0,Mikal Bridges,23.0,PHO,SF,73.0,32.0,28.0,3.4,6.6,0.51,1.0,2.7,0.361,2.4,4.0,0.61,0.583,1.4,1.7,0.844,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,9.1,0
200.0,Keldon Johnson,20.0,SAS,SF,17.0,1.0,17.7,3.1,5.2,0.596,0.8,1.3,0.591,2.4,3.9,0.597,0.669,2.1,2.6,0.795,0.6,2.8,3.4,0.9,0.8,0.1,0.8,1.6,9.1,0
201.0,Maxi Kleber,28.0,DAL,PF,74.0,21.0,25.5,3.2,6.9,0.461,1.6,4.3,0.373,1.6,2.6,0.605,0.577,1.1,1.3,0.849,1.5,3.7,5.2,1.2,0.3,1.1,0.8,2.4,9.1,0
202.0,Jake Layman,25.0,MIN,SF,23.0,2.0,22.0,3.5,7.8,0.453,1.0,3.1,0.333,2.5,4.7,0.533,0.52,1.0,1.4,0.75,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1,0
203.0,Derrick Favors,28.0,NOP,C,51.0,49.0,24.4,4.1,6.6,0.617,0.0,0.1,0.143,4.1,6.5,0.627,0.618,0.8,1.4,0.563,3.2,6.6,9.8,1.6,0.6,0.9,1.1,2.1,9.0,0
204.0,Josh Jackson,22.0,MEM,SF,22.0,0.0,17.3,3.2,7.2,0.44,1.0,3.3,0.319,2.1,4.0,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8,9.0,0
205.0,Monte Morris,24.0,DEN,PG,73.0,12.0,22.4,3.6,7.8,0.459,0.9,2.4,0.378,2.7,5.4,0.495,0.517,1.0,1.2,0.843,0.3,1.5,1.9,3.5,0.8,0.2,0.7,1.0,9.0,0
206.0,Svi Mykhailiuk,22.0,DET,SF,56.0,27.0,22.6,3.0,7.2,0.41,2.1,5.1,0.404,0.9,2.1,0.425,0.552,1.0,1.3,0.814,0.3,1.6,1.9,1.9,0.7,0.1,1.1,1.6,9.0,0
207.0,Naz Reid,20.0,MIN,C,30.0,11.0,16.5,3.3,8.1,0.412,1.1,3.2,0.33,2.3,4.9,0.466,0.477,1.2,1.8,0.698,1.1,3.0,4.1,1.2,0.6,0.7,0.7,2.8,9.0,0
208.0,Bruce Brown,23.0,DET,PG,58.0,43.0,28.2,3.4,7.7,0.443,0.6,1.7,0.344,2.8,6.1,0.47,0.48,1.5,2.1,0.739,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,8.9,0
209.0,Gary Trent Jr.,21.0,POR,SF,61.0,8.0,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.571,0.6,0.7,0.822,0.4,1.2,1.6,1.0,0.8,0.3,0.3,1.5,8.9,0
210.0,Kent Bazemore,30.0,2TM,SF,68.0,21.0,24.8,2.9,7.9,0.375,1.2,3.6,0.344,1.7,4.3,0.4,0.453,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8,0
211.0,Cameron Johnson,23.0,PHO,PF,57.0,9.0,22.0,3.1,7.1,0.435,1.9,4.8,0.39,1.2,2.3,0.526,0.565,0.8,1.0,0.807,0.9,2.4,3.3,1.2,0.6,0.4,0.6,1.5,8.8,0
212.0,Jordan Poole,20.0,GSW,SG,57.0,14.0,22.4,2.9,8.8,0.333,1.3,4.6,0.279,1.6,4.2,0.392,0.406,1.7,2.1,0.798,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,0
213.0,Austin Rivers,27.0,HOU,SG,68.0,4.0,23.4,3.1,7.4,0.421,1.4,4.0,0.356,1.7,3.4,0.498,0.517,1.1,1.6,0.703,0.4,2.2,2.6,1.7,0.7,0.1,0.7,1.9,8.8,0
214.0,Grayson Allen,24.0,MEM,SG,38.0,0.0,18.9,3.1,6.6,0.466,1.5,3.7,0.404,1.6,2.9,0.545,0.58,1.0,1.2,0.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,8.7,0
215.0,Moritz Wagner,22.0,WAS,C,45.0,5.0,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.592,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,0
216.0,Avery Bradley,29.0,LAL,SG,49.0,44.0,24.2,3.5,7.8,0.444,1.3,3.5,0.364,2.2,4.3,0.51,0.526,0.4,0.5,0.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6,0
217.0,Josh Okogie,21.0,MIN,SG,62.0,28.0,25.0,2.7,6.4,0.427,0.7,2.5,0.266,2.1,3.9,0.529,0.479,2.5,3.1,0.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6,0
218.0,Derrick Jones Jr.,22.0,MIA,SF,59.0,16.0,23.3,3.1,5.9,0.527,0.6,2.2,0.28,2.5,3.7,0.677,0.58,1.6,2.1,0.772,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2,8.5,0
219.0,James Johnson,32.0,2TM,PF,32.0,1.0,19.3,3.2,6.7,0.479,1.0,2.8,0.363,2.2,3.9,0.565,0.556,1.0,1.5,0.646,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5,8.4,0
220.0,Justin Holiday,30.0,IND,SF,73.0,6.0,25.0,2.8,6.7,0.428,1.8,4.5,0.405,1.0,2.1,0.477,0.566,0.7,0.9,0.791,0.4,2.8,3.3,1.3,1.2,0.6,0.6,1.9,8.3,0
221.0,DeAndre Jordan,31.0,BRK,C,56.0,6.0,22.0,3.4,5.1,0.666,0.0,0.0,0.0,3.4,5.1,0.666,0.666,1.5,2.2,0.68,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3,0
222.0,E'Twaun Moore,30.0,NOP,SG,56.0,6.0,18.2,3.3,7.8,0.426,1.1,3.0,0.377,2.2,4.8,0.456,0.498,0.6,0.8,0.689,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3,0
223.0,Jeremy Pargo,33.0,GSW,PG,3.0,0.0,14.7,3.7,7.3,0.5,1.0,2.3,0.429,2.7,5.0,0.533,0.568,0.0,0.3,0.0,0.3,0.7,1.0,2.7,0.3,0.0,1.3,2.7,8.3,0
224.0,Anfernee Simons,20.0,POR,SG,70.0,4.0,20.7,3.1,7.7,0.399,1.1,3.2,0.332,2.0,4.4,0.448,0.469,1.1,1.3,0.826,0.4,1.8,2.2,1.4,0.4,0.1,0.9,1.9,8.3,0
225.0,Ivica Zubac,22.0,LAC,C,72.0,70.0,18.4,3.3,5.3,0.613,0.0,0.0,0.0,3.3,5.3,0.616,0.613,1.7,2.3,0.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3,8.3,0
226.0,Jalen Brunson,23.0,DAL,PG,57.0,16.0,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2,0
227.0,Kelly Olynyk,28.0,MIA,C,67.0,9.0,19.4,2.7,5.9,0.462,1.4,3.5,0.406,1.3,2.4,0.543,0.582,1.3,1.5,0.86,0.7,3.9,4.6,1.7,0.7,0.3,1.1,2.6,8.2,0
228.0,Reggie Bullock,28.0,NYK,SG,29.0,19.0,23.6,3.1,7.7,0.402,1.3,3.8,0.333,1.8,3.9,0.469,0.484,0.6,0.7,0.81,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1,0
229.0,Enes Freedom,27.0,BOS,C,58.0,7.0,16.9,3.4,6.0,0.572,0.0,0.1,0.143,3.4,5.9,0.581,0.573,1.2,1.7,0.707,2.8,4.6,7.4,1.0,0.4,0.7,1.0,1.7,8.1,0
230.0,Jahlil Okafor,24.0,NOP,C,30.0,9.0,15.6,3.4,5.4,0.623,0.0,0.1,0.333,3.3,5.3,0.629,0.627,1.3,2.1,0.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,2.2,8.1,0
231.0,Trevor Ariza,34.0,2TM,SF,53.0,21.0,28.2,2.7,6.1,0.438,1.5,3.9,0.372,1.2,2.2,0.556,0.557,1.2,1.4,0.838,0.6,4.0,4.6,1.7,1.3,0.3,1.1,2.1,8.0,0
232.0,Alex Len,26.0,2TM,C,55.0,12.0,17.6,3.2,5.8,0.555,0.3,1.1,0.271,2.9,4.7,0.619,0.58,1.2,1.9,0.648,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0,0
233.0,Danny Green,32.0,LAL,SG,68.0,68.0,24.8,2.9,7.0,0.416,1.8,4.8,0.367,1.1,2.2,0.524,0.542,0.5,0.7,0.688,0.8,2.6,3.3,1.3,1.3,0.5,0.9,2.0,8.0,0
234.0,Draymond Green,29.0,GSW,PF,43.0,43.0,28.4,2.9,7.3,0.389,0.8,3.0,0.279,2.0,4.3,0.465,0.446,1.5,1.9,0.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6,8.0,0
235.0,Tony Snell,28.0,DET,SF,59.0,57.0,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0,0
236.0,Sindarius Thornwell,25.0,NOP,SF,2.0,0.0,17.5,3.0,5.5,0.545,1.0,2.0,0.5,2.0,3.5,0.571,0.636,1.0,2.0,0.5,0.0,2.0,2.0,2.0,0.5,0.5,1.0,1.0,8.0,0
237.0,Patrick Beverley,31.0,LAC,PG,51.0,50.0,26.3,2.9,6.7,0.431,1.6,4.0,0.388,1.3,2.6,0.496,0.548,0.6,0.9,0.66,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,"DPOY-6,DEF2"
238.0,Chandler Hutchison,23.0,CHI,SF,28.0,10.0,18.8,2.9,6.3,0.457,0.4,1.4,0.316,2.4,4.9,0.496,0.491,1.6,2.8,0.59,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8,0
239.0,TimothÃ© Luwawu-Cabarrot,24.0,BRK,SF,47.0,2.0,18.1,2.5,5.7,0.435,1.3,3.4,0.388,1.2,2.3,0.505,0.55,1.5,1.7,0.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8,0
240.0,J.J. Barea,35.0,DAL,PG,29.0,6.0,15.5,2.9,7.1,0.411,1.1,2.9,0.376,1.8,4.2,0.434,0.488,0.7,0.8,0.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7,0
241.0,Jordan McLaughlin,23.0,MIN,PG,30.0,2.0,19.7,2.9,5.9,0.489,1.0,2.5,0.382,1.9,3.4,0.569,0.57,0.9,1.3,0.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,0
242.0,De'Anthony Melton,21.0,MEM,PG,60.0,8.0,19.5,2.7,6.7,0.401,0.7,2.3,0.286,2.0,4.4,0.464,0.451,1.6,2.0,0.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,0
243.0,Omari Spellman,22.0,GSW,C,49.0,3.0,18.1,2.6,6.0,0.431,0.9,2.2,0.391,1.7,3.8,0.454,0.503,1.5,1.9,0.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6,0
244.0,Terence Davis,22.0,TOR,SG,72.0,4.0,16.8,2.8,6.1,0.456,1.3,3.4,0.388,1.5,2.7,0.541,0.564,0.7,0.8,0.864,0.7,2.6,3.3,1.6,0.5,0.2,1.1,1.7,7.5,ROY-6
245.0,Marc Gasol,35.0,TOR,C,44.0,43.0,26.4,2.7,6.3,0.427,1.3,3.4,0.385,1.4,3.0,0.473,0.529,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5,0
246.0,Dwight Howard,34.0,LAL,C,69.0,2.0,18.9,2.9,4.0,0.729,0.0,0.1,0.6,2.9,3.9,0.732,0.735,1.6,3.1,0.514,2.5,4.9,7.3,0.7,0.4,1.1,1.2,3.2,7.5,6MOY-9
247.0,Trey Burke,27.0,2TM,PG,33.0,1.0,15.8,2.8,6.3,0.45,1.0,2.3,0.427,1.9,4.1,0.463,0.526,0.7,0.9,0.793,0.5,1.0,1.5,2.5,0.5,0.1,0.6,1.0,7.4,0
248.0,Bismack Biyombo,27.0,CHO,C,53.0,29.0,19.4,2.8,5.2,0.543,0.0,0.0,0.0,2.8,5.2,0.543,0.543,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,0
249.0,Ky Bowman,22.0,GSW,PG,45.0,12.0,22.6,3.0,7.1,0.417,0.7,2.4,0.308,2.2,4.8,0.472,0.469,0.8,0.9,0.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,0
250.0,Gorgui Dieng,30.0,2TM,C,63.0,17.0,17.4,2.6,5.8,0.456,0.9,2.4,0.355,1.8,3.4,0.528,0.53,1.2,1.6,0.772,1.4,4.2,5.6,1.2,0.8,0.9,1.0,2.0,7.4,0
251.0,Jaxson Hayes,19.0,NOP,C,64.0,14.0,16.9,2.7,4.0,0.672,0.0,0.1,0.25,2.7,4.0,0.678,0.674,1.9,3.0,0.647,1.5,2.5,4.0,0.9,0.4,0.9,0.8,2.5,7.4,0
252.0,Tyus Jones,23.0,MEM,PG,65.0,6.0,19.0,3.0,6.6,0.459,0.7,1.9,0.379,2.3,4.7,0.492,0.514,0.7,0.9,0.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4,0
253.0,Ian Mahinmi,33.0,WAS,C,38.0,35.0,21.3,2.7,5.5,0.495,0.1,0.7,0.192,2.6,4.8,0.538,0.507,1.8,3.0,0.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4,0
254.0,Wesley Matthews,33.0,MIL,SG,67.0,67.0,24.4,2.5,6.3,0.396,1.6,4.4,0.364,0.9,1.9,0.472,0.524,0.8,1.0,0.765,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4,0
255.0,Nerlens Noel,25.0,OKC,C,61.0,7.0,18.5,3.0,4.4,0.684,0.0,0.0,0.333,3.0,4.4,0.688,0.686,1.3,1.7,0.755,1.5,3.4,4.9,0.9,1.0,1.5,1.1,2.7,7.4,0
256.0,Brandon Knight,28.0,2TM,SG,25.0,3.0,18.5,2.4,6.7,0.353,1.8,5.2,0.344,0.6,1.4,0.389,0.488,0.8,1.4,0.588,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3,0
257.0,Kris Dunn,25.0,CHI,PG,51.0,32.0,24.9,3.0,6.7,0.444,0.6,2.2,0.259,2.4,4.5,0.535,0.487,0.8,1.1,0.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3,0
258.0,Emmanuel Mudiay,23.0,UTA,PG,54.0,2.0,15.7,2.8,6.1,0.462,0.6,1.6,0.345,2.2,4.4,0.504,0.508,1.2,1.5,0.759,0.3,2.0,2.3,2.1,0.4,0.2,1.4,1.3,7.3,0
259.0,Willie Cauley-Stein,26.0,2TM,C,54.0,39.0,20.3,3.2,5.6,0.579,0.0,0.0,0.0,3.2,5.6,0.581,0.579,0.7,1.2,0.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2,0
